Date,Open,High,Low,Close,Adj Close,Volume
2021-09-15,1745.000000,1779.000000,1745.000000,1745.000000,1745.000000,0
2021-09-16,1781.000000,1781.000000,1739.300049,1779.000000,1779.000000,0
2021-09-17,1739.300049,1781.000000,1739.300049,1739.300049,1739.300049,0
2021-09-20,1741.599976,1741.599976,1731.199951,1767.000000,1767.000000,0
2021-09-21,1731.199951,1767.000000,1731.199951,1767.000000,1767.000000,0
2021-09-22,1734.400024,1766.000000,1734.400024,1767.000000,1767.000000,0
2021-09-23,1734.400024,1734.400024,1731.500000,1762.000000,1762.000000,0
2021-09-24,1731.500000,1770.000000,1731.500000,1762.000000,1762.000000,0
2021-09-27,1734.500000,1734.500000,1730.199951,1770.000000,1770.000000,0
2021-09-28,1730.199951,1730.199951,1726.500000,1730.199951,1730.199951,0
2021-09-29,1726.500000,1760.000000,1722.900024,1726.500000,1726.500000,0
2021-09-30,1722.900024,1722.900024,1709.800049,1722.900024,1722.900024,0
2021-10-01,1709.800049,1744.000000,1709.800049,1709.800049,1709.800049,0
2021-10-04,1711.300049,1717.300049,1711.300049,1711.300049,1711.300049,0
2021-10-05,1717.300049,1748.000000,1713.199951,1744.000000,1744.000000,0
2021-10-06,1713.199951,1747.000000,1704.699951,1747.000000,1747.000000,0
2021-10-07,1704.699951,1740.000000,1704.699951,1704.699951,1704.699951,0
2021-10-08,1708.000000,1741.000000,1708.000000,1740.000000,1740.000000,0
2021-10-11,1708.599976,1708.800049,1708.599976,1708.599976,1708.599976,0
2021-10-12,1708.800049,1708.800049,1706.900024,1708.800049,1708.800049,0
2021-10-13,1706.900024,1741.000000,1706.900024,1744.000000,1744.000000,0
2021-10-14,1708.199951,1747.000000,1708.199951,1741.000000,1741.000000,0
2021-10-15,1715.800049,1715.800049,1715.500000,1747.000000,1747.000000,0
2021-10-18,1715.500000,1748.000000,1712.699951,1748.000000,1748.000000,0
2021-10-19,1750.000000,1750.000000,1722.900024,1748.000000,1748.000000,0
2021-10-20,1722.900024,1722.900024,1719.300049,1753.000000,1753.000000,0
2021-10-21,1719.300049,1757.000000,1719.300049,1753.000000,1753.000000,0
2021-10-22,1720.000000,1720.000000,1719.699951,1751.000000,1751.000000,0
2021-10-25,1719.699951,1719.699951,1717.699951,1719.699951,1719.699951,0
2021-10-26,1717.699951,1717.699951,1717.300049,1749.000000,1749.000000,0
2021-10-27,1717.300049,1748.000000,1713.300049,1749.000000,1749.000000,0
2021-10-28,1713.300049,1714.900024,1713.300049,1748.000000,1748.000000,0
2021-10-29,1714.900024,1722.199951,1714.900024,1751.000000,1751.000000,0
2021-11-01,1722.199951,1722.199951,1708.900024,1722.199951,1722.199951,0
2021-11-02,1708.900024,1748.000000,1708.900024,1748.000000,1748.000000,0
2021-11-03,1715.800049,1715.800049,1712.199951,1745.000000,1745.000000,0
2021-11-04,1712.199951,1712.199951,1709.000000,1746.000000,1746.000000,0
2021-11-05,1709.000000,1709.000000,1704.099976,1740.000000,1740.000000,0
2021-11-08,1704.099976,1709.599976,1704.099976,1742.000000,1742.000000,0
2021-11-09,1709.599976,1746.000000,1709.599976,1709.599976,1709.599976,0
2021-11-10,1711.099976,1711.099976,1706.199951,1747.000000,1747.000000,0
2021-11-11,1706.199951,1706.199951,1694.500000,1706.199951,1706.199951,0
2021-11-12,1694.500000,1694.500000,1691.199951,1694.500000,1694.500000,0
2021-11-15,1691.199951,1732.000000,1691.199951,1691.199951,1691.199951,0
2021-11-16,1678.699951,1678.699951,1678.699951,1715.000000,1715.000000,0
2021-11-17,1672.500000,1672.500000,1672.500000,1706.000000,1706.000000,0
2021-11-18,1672.500000,1675.300049,1672.500000,1705.000000,1705.000000,0
2021-11-19,1675.300049,1675.300049,1667.199951,1713.000000,1713.000000,0
2021-11-22,1667.199951,1667.199951,1665.099976,1667.199951,1667.199951,0
2021-11-23,1665.099976,1693.000000,1660.199951,1693.000000,1693.000000,0
2021-11-24,1660.199951,1660.199951,1656.099976,1693.000000,1693.000000,0
2021-11-25,1656.099976,1656.599976,1656.099976,1688.000000,1688.000000,0
2021-11-26,1656.599976,1665.400024,1656.599976,1656.599976,1656.599976,0
2021-11-29,1665.400024,1667.599976,1665.400024,1688.000000,1688.000000,0
2021-11-30,1667.599976,1675.800049,1667.599976,1667.599976,1667.599976,0
2021-12-01,1675.800049,1675.800049,1672.000000,1675.800049,1675.800049,0
2021-12-02,1672.000000,1705.000000,1672.000000,1706.000000,1706.000000,0
2021-12-03,1674.599976,1674.599976,1670.099976,1705.000000,1705.000000,0
2021-12-06,1670.099976,1670.099976,1667.500000,1670.099976,1670.099976,0
2021-12-07,1667.500000,1700.000000,1662.400024,1700.000000,1700.000000,0
2021-12-08,1662.400024,1665.000000,1662.400024,1695.000000,1695.000000,0
2021-12-09,1665.000000,1671.300049,1665.000000,1710.000000,1710.000000,0
2021-12-10,1703.000000,1703.000000,1663.900024,1671.300049,1671.300049,0
2021-12-13,1663.900024,1664.900024,1663.900024,1663.900024,1663.900024,0
2021-12-14,1664.900024,1701.000000,1664.900024,1701.000000,1701.000000,0
2021-12-15,1671.400024,1696.000000,1664.199951,1696.000000,1696.000000,0
2021-12-16,1664.199951,1693.000000,1664.199951,1693.000000,1693.000000,0
2021-12-17,1668.099976,1671.500000,1668.099976,1704.750000,1704.750000,0
2021-12-20,1671.500000,1706.000000,1664.099976,1671.500000,1671.500000,0
2021-12-21,1664.099976,1666.599976,1664.099976,1706.000000,1706.000000,0
2021-12-22,1666.599976,1668.699951,1666.599976,1698.000000,1698.000000,0
2021-12-23,1668.699951,1707.000000,1668.699951,1707.000000,1707.000000,0
2021-12-24,1672.800049,1672.800049,1672.800049,1707.000000,1707.000000,0
2021-12-27,1672.800049,1672.800049,1670.800049,1707.000000,1707.000000,0
2021-12-28,1670.800049,1708.000000,1670.800049,1706.000000,1706.000000,0
2021-12-29,1673.800049,1673.800049,1668.699951,1702.000000,1702.000000,0
2021-12-30,1668.699951,1672.699951,1668.699951,1668.699951,1668.699951,0
2021-12-31,1672.699951,1672.699951,1671.599976,1707.000000,1707.000000,0
2022-01-03,1671.599976,1677.199951,1671.599976,1671.599976,1671.599976,0
2022-01-04,1677.199951,1702.000000,1665.000000,1702.000000,1702.000000,0
2022-01-05,1665.000000,1700.000000,1665.000000,1700.000000,1700.000000,0
2022-01-06,1671.699951,1671.699951,1670.599976,1708.000000,1708.000000,0
2022-01-07,1670.599976,1670.599976,1669.500000,1701.000000,1701.000000,0
2022-01-10,1669.500000,1706.000000,1669.500000,1669.500000,1669.500000,0
2022-01-11,1672.599976,1706.000000,1672.599976,1706.000000,1706.000000,0
2022-01-12,1674.699951,1706.000000,1674.699951,1706.000000,1706.000000,0
2022-01-13,1677.900024,1693.400024,1677.900024,1706.000000,1706.000000,0
2022-01-14,1693.400024,1726.000000,1691.599976,1726.000000,1726.000000,0
2022-01-17,1691.599976,1691.599976,1686.000000,1720.000000,1720.000000,0
2022-01-18,1686.000000,1720.000000,1681.599976,1686.000000,1686.000000,0
2022-01-19,1681.599976,1707.000000,1674.500000,1707.000000,1707.000000,0
2022-01-20,1674.500000,1710.000000,1674.500000,1710.000000,1710.000000,0
2022-01-21,1674.599976,1674.599976,1673.300049,1704.000000,1704.000000,0
2022-01-24,1673.300049,1673.300049,1669.199951,1704.000000,1704.000000,0
2022-01-25,1669.199951,1669.199951,1664.500000,1669.199951,1669.199951,0
2022-01-26,1664.500000,1665.300049,1664.500000,1664.500000,1664.500000,0
2022-01-27,1665.300049,1691.000000,1647.400024,1665.300049,1665.300049,0
2022-01-28,1647.400024,1679.000000,1643.400024,1679.000000,1679.000000,0
2022-01-31,1643.400024,1647.500000,1643.400024,1643.400024,1643.400024,0
2022-02-01,1647.500000,1690.000000,1647.500000,1647.500000,1647.500000,0
2022-02-02,1664.500000,1699.000000,1664.500000,1690.000000,1690.000000,0
2022-02-03,1671.300049,1671.300049,1665.599976,1703.000000,1703.000000,0
2022-02-04,1665.599976,1725.000000,1665.599976,1703.000000,1703.000000,0
2022-02-07,1695.500000,1695.500000,1690.500000,1726.000000,1726.000000,0
2022-02-08,1690.500000,1690.500000,1687.599976,1724.000000,1724.000000,0
2022-02-09,1687.599976,1720.000000,1687.599976,1687.599976,1687.599976,0
2022-02-10,1689.199951,1721.000000,1688.500000,1720.000000,1720.000000,0
2022-02-11,1688.500000,1722.000000,1683.099976,1722.000000,1722.000000,0
2022-02-14,1683.099976,1683.099976,1670.199951,1683.099976,1683.099976,0
2022-02-15,1670.199951,1675.699951,1670.199951,1703.000000,1703.000000,0
2022-02-16,1675.699951,1681.400024,1675.699951,1711.000000,1711.000000,0
2022-02-17,1681.400024,1716.000000,1678.699951,1711.000000,1711.000000,0
2022-02-18,1678.699951,1678.699951,1678.000000,1712.000000,1712.000000,0
2022-02-21,1678.000000,1678.000000,1676.099976,1712.000000,1712.000000,0
2022-02-22,1676.099976,1676.099976,1675.699951,1676.099976,1676.099976,0
2022-02-23,1675.699951,1675.699951,1674.699951,1706.000000,1706.000000,0
2022-02-24,1674.699951,1674.699951,1649.699951,1705.000000,1705.000000,0
2022-02-25,1649.699951,1684.000000,1649.699951,1684.000000,1684.000000,0
2022-02-28,1651.199951,1653.500000,1651.199951,1651.199951,1651.199951,0
2022-03-01,1649.800049,1649.800049,1649.800049,1653.500000,1653.500000,0
2022-03-02,1638.599976,1673.000000,1638.599976,1649.800049,1649.800049,0
2022-03-03,1636.300049,1673.000000,1636.300049,1673.000000,1673.000000,0
2022-03-04,1660.000000,1660.000000,1619.699951,1636.300049,1636.300049,0
2022-03-07,1619.699951,1619.699951,1602.000000,1619.699951,1619.699951,0
2022-03-08,1602.000000,1607.000000,1602.000000,1602.000000,1602.000000,0
2022-03-09,1607.000000,1618.800049,1607.000000,1643.000000,1643.000000,0
2022-03-10,1618.800049,1666.000000,1618.800049,1643.000000,1643.000000,0
2022-03-11,1629.500000,1655.000000,1624.900024,1666.000000,1666.000000,0
2022-03-14,1624.900024,1655.000000,1614.199951,1643.000000,1643.000000,0
2022-03-15,1614.199951,1649.000000,1614.199951,1649.000000,1649.000000,0
2022-03-16,1620.800049,1625.300049,1620.800049,1660.000000,1660.000000,0
2022-03-17,1625.300049,1662.000000,1625.300049,1656.000000,1656.000000,0
2022-03-18,1631.199951,1631.199951,1626.800049,1662.000000,1662.000000,0
2022-03-21,1626.800049,1627.900024,1626.800049,1626.800049,1626.800049,0
